Query	Document	Answer	Context_Relevance_Label	Answer_Faithfulness_Label	Answer_Relevance_Label
Empresa que quiere saber qué documentos debe tener listos ante una inspección. ¿Qué documentos mínimos debo mantener actualizados del SG-SST?	El empleador debe mantener disponibles y de­bidamente actualizados entre otros, los siguientes documentos en relación con el Sistema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST): 1. La política y los objetivos de la empresa en materia de Seguridad y Salud en el Tra­bajo (SST), firmados por el empleador; 2. Las responsabilidades asignadas para la implementación y mejora continua del Sis­tema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST); 3. La identificación anual de peligros y evaluación y valoración de los riesgos; 4. El informe de las condiciones de salud, junto con el perfil sociodemográfico de la población trabajadora y según los lineamientos de los programas de vigilancia epidemio­lógica en concordancia con los riesgos existentes en la organización; 5. El plan de trabajo anual en Seguridad y Salud en el Trabajo (SST) de la empresa, firmado por el empleador y el responsable del Sistema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST); 6. El programa de capacitación anual en Seguridad y Salud en el Trabajo (SST), así como de su cumplimiento incluyendo los soportes de inducción, reinducción y capacita­ciones de los trabajadores dependientes, contratistas, cooperados y en misión; 7. Los procedimientos e instructivos internos de seguridad y salud en el trabajo; 8. Registros de entrega de equipos y elementos de protección personal; 9. Registro de entrega de los protocolos de seguridad, de las fichas técnicas cuando aplique y demás instructivos internos de seguridad y salud en el trabajo; 10. Los soportes de la convocatoria, elección y conformación del Comité Paritario de Seguridad y Salud en el Trabajo y las actas de sus reuniones o la delegación del Vigía de Seguridad y Salud en el Trabajo y los soportes de sus actuaciones; 11. Los reportes y las investigaciones de los incidentes, accidentes de trabajo y enfer­medades laborales de acuerdo con la normatividad vigente; 12. La identificación de las amenazas junto con la evaluación de la vulnerabilidad y sus correspondientes planes de prevención, preparación y respuesta ante emergencias; 13. Los programas de vigilancia epidemiológica de la salud de los trabajadores, inclui­dos los resultados de las mediciones ambientales y los perfiles de salud arrojados por los monitoreos biológicos, si esto último aplica según priorización de los riesgos. En el caso de contarse con servicios de médico especialista en medicina laboral o del trabajo, según lo establecido en la normatividad vigente, se deberá tener documentado lo anterior y los resultados individuales de los monitoreos biológicos; 14. Formatos de registros de las inspecciones a las instalaciones, máquinas o equipos ejecutadas; 15. La matriz legal actualizada que contemple las normas del Sistema General de Ries­gos Laborales que le aplican a la empresa; y 16. Evidencias de las gestiones adelantadas para el control de los riesgos prioritarios. 	Los miembros del Comité son elegidos por un periodo de un año, al cabo del cual pueden ser reelegidos.	1	0	0
MiPyme de servicios que aún no ha identificado los peligros de su lugar de trabajo.  ¿Cómo debo identificar los peligros y riesgos en mi empresa?	El empleador o contratante debe aplicar una metodología que sea sistemática, que tenga alcance sobre todos los procesos y actividades rutinarias y no rutinarias internas o externas, máquinas y equipos, todos los centros de trabajo y todos los trabajadores inde­pendientemente de su forma de contratación y vinculación, que le permita identificar los peligros y evaluar los riesgos en seguridad y salud en el trabajo, con el fin que pueda prio­rizarlos y establecer los controles necesarios, realizando mediciones ambientales cuando se requiera. Los panoramas de factores de riesgo se entenderán como identificación de peligros, evaluación y valoración de los riesgos. Parágrafo 1°. La identificación de peligros y evaluación de los riesgos debe ser desa­rrollada por el empleador o contratante con la participación y compromiso de todos los ni­veles de la empresa. Debe ser documentada y actualizada como mínimo de manera anual. También se debe actualizar cada vez que ocurra un accidente de trabajo mortal o un evento catastrófico en la empresa o cuando se presenten cambios en los procesos, en las instalaciones en la maquinaria o en los equipos. Parágrafo 2°. De acuerdo con la naturaleza de los peligros, la priorización realizada y la actividad económica de la empresa, el empleador o contratante utilizará metodologías adicionales para complementar la evaluación de los riesgos en seguridad y salud en el tra­bajo ante peligros de origen físicos, ergonómicos o biomecánicos, biológicos, químicos, de seguridad, público, psicosociales, entre otros. Cuando en el proceso productivo, se involucren agentes potencialmente cancerígenos, deberán ser considerados como prioritarios, independiente de su dosis y nivel de exposi­ción. Parágrafo 3°. El empleador debe informar al Comité Paritario o Vigía de Seguridad y Salud en el Trabajo sobre los resultados de las evaluaciones de los ambientes de trabajo para que emita las recomendaciones a que haya lugar. Parágrafo 4°. Se debe identificar y relacionar en el Sistema de Gestión de la Segu­ridad y Salud en el Trabajo los trabajadores que se dediquen en forma permanente a las actividades de alto riesgo a las que hace referencia el Decreto número 2090 de 2003, o la norma que lo modifique o sustituya. 	Debe aplicar una metodología sistemática que cubra todos los procesos y actividades rutinarias y no rutinarias, las máquinas y equipos, todos los centros de trabajo y todos los trabajadores, sin importar su forma de contratación, de manera que le permita identificar los peligros, evaluar los riesgos, priorizarlos y establecer los controles necesarios, realizando mediciones ambientales cuando se requiera. Este proceso debe desarrollarse con la participación de todos los niveles de la empresa, documentarse y actualizarse como mínimo una vez al año, o antes si ocurre un accidente mortal, un evento catastrófico o cambios en procesos, instalaciones o maquinaria.	1	1	1
MiPyme de servicios que aún no ha identificado los peligros de su lugar de trabajo.  ¿Cómo debo identificar los peligros y riesgos en mi empresa?	Equipo investigador. El aportante debe conformar un equipo para la investigación de todos los incidentes y accidentes de trabajo, integrado como mínimo por el jefe inmediato o supervisor del trabajador accidentado o del área donde ocurrió el incidente, un representante del Comité Paritario de Salud Ocupacional o el Vigía Ocupacional y el encargado del desarrollo del programa de salud ocupacional. Cuando el aportante no tenga la estructura anterior, deberá conformar un equipo investigador integrado por trabajadores capacitados para tal fin.   Cuando el accidente se considere grave o produzca la muerte, en la investigación deberá participar un profesional con licencia en Salud Ocupacional, propio o contratado, así como el personal de la empresa encargado del diseño de normas, procesos y/o mantenimiento.   Parágrafo. Los aportantes podrán apoyarse en personal experto interno o externo, para determinar las causas y establecer las medidas correctivas del caso.	Debe aplicar una metodología sistemática que cubra todos los procesos y actividades rutinarias y no rutinarias, las máquinas y equipos, todos los centros de trabajo y todos los trabajadores, sin importar su forma de contratación, de manera que le permita identificar los peligros, evaluar los riesgos, priorizarlos y establecer los controles necesarios, realizando mediciones ambientales cuando se requiera. Este proceso debe desarrollarse con la participación de todos los niveles de la empresa, documentarse y actualizarse como mínimo una vez al año, o antes si ocurre un accidente mortal, un evento catastrófico o cambios en procesos, instalaciones o maquinaria.	0	0	1
MiPyme de servicios que aún no ha identificado los peligros de su lugar de trabajo.  ¿Cómo debo identificar los peligros y riesgos en mi empresa?	El empleador o contratante debe aplicar una metodología que sea sistemática, que tenga alcance sobre todos los procesos y actividades rutinarias y no rutinarias internas o externas, máquinas y equipos, todos los centros de trabajo y todos los trabajadores inde­pendientemente de su forma de contratación y vinculación, que le permita identificar los peligros y evaluar los riesgos en seguridad y salud en el trabajo, con el fin que pueda prio­rizarlos y establecer los controles necesarios, realizando mediciones ambientales cuando se requiera. Los panoramas de factores de riesgo se entenderán como identificación de peligros, evaluación y valoración de los riesgos. Parágrafo 1°. La identificación de peligros y evaluación de los riesgos debe ser desa­rrollada por el empleador o contratante con la participación y compromiso de todos los ni­veles de la empresa. Debe ser documentada y actualizada como mínimo de manera anual. También se debe actualizar cada vez que ocurra un accidente de trabajo mortal o un evento catastrófico en la empresa o cuando se presenten cambios en los procesos, en las instalaciones en la maquinaria o en los equipos. Parágrafo 2°. De acuerdo con la naturaleza de los peligros, la priorización realizada y la actividad económica de la empresa, el empleador o contratante utilizará metodologías adicionales para complementar la evaluación de los riesgos en seguridad y salud en el tra­bajo ante peligros de origen físicos, ergonómicos o biomecánicos, biológicos, químicos, de seguridad, público, psicosociales, entre otros. Cuando en el proceso productivo, se involucren agentes potencialmente cancerígenos, deberán ser considerados como prioritarios, independiente de su dosis y nivel de exposi­ción. Parágrafo 3°. El empleador debe informar al Comité Paritario o Vigía de Seguridad y Salud en el Trabajo sobre los resultados de las evaluaciones de los ambientes de trabajo para que emita las recomendaciones a que haya lugar. Parágrafo 4°. Se debe identificar y relacionar en el Sistema de Gestión de la Segu­ridad y Salud en el Trabajo los trabajadores que se dediquen en forma permanente a las actividades de alto riesgo a las que hace referencia el Decreto número 2090 de 2003, o la norma que lo modifique o sustituya. 	El Comité debe reunirse al menos una vez al mes, en el local de la empresa y durante el horario de trabajo.	1	0	0
MiPyme 4 empleados, riesgo I, sin responsable de SG-SST. ¿Quién puede diseñar el SG-SST en mi empresa de menos de 10 trabajadores?	Asignación de persona que diseña el Sistema de Gestión de SST.  Criterios: Asignar una persona que cumpla con el siguiente perfil: El diseño del Sistema de Gestión de Seguridad y Salud en el Trabajo, para empresas de menos de diez (10) trabajadores en clase de riesgo I, II y III puede ser realizado por un técnico en Seguridad y Salud en el Trabajo (SST) o en alguna de sus áreas, con licencia vigente en Seguridad y Salud en el Trabajo, que acredite mínimo un (1) año de experiencia certifi-cada por las empresas o entidades en las que laboró en el desarrollo de actividades de Seguridad y Salud en el Trabajo y que acredite la aprobación del curso de capa-citación virtual de cincuenta (50) horas. Esta actividad también podrá ser desarrollada por tecnólogos, profesionales y profesionales con posgrado en SST, que cuenten con licencia vigente en Seguridad y Salud en el Trabajo y el referido curso de capacitación virtual de cincuenta (50) horas. Modo de verificar: Solicitar documento soporte de la asignación y constatar la hoja de vida con soportes, de la persona asignada 	El diseño del SG-SST para empresas de menos de diez trabajadores en clase de riesgo I, II o III puede ser realizado por un técnico en SST (o en alguna de sus áreas) con licencia vigente, que acredite mínimo un año de experiencia certificada en actividades de SST y la aprobación de un curso de capacitación virtual de cincuenta horas. También pueden realizarlo tecnólogos, profesionales o profesionales con posgrado en SST que cumplan esos mismos requisitos de licencia y curso.	1	1	1
MiPyme 4 empleados, riesgo I, sin responsable de SG-SST. ¿Quién puede diseñar el SG-SST en mi empresa de menos de 10 trabajadores?	Todas las empresas e instituciones, públicas o privadas, que tengan a su servicio diez (10) o más trabajadores, están obligadas a conformar un Comité de Medicina, Higiene y Seguridad Industrial, cuya organización y funcionamiento estará de acuerdo con las normas del Decreto que se reglamenta y con la presente Resolución. Las empresas o establecimientos de trabajo que tengan a su servicio menos de diez (10) trabajadores, deberán actuar en coordinación con los trabajadores para desarrollar bajo la responsabilidad del empleador el programa de salud ocupacional de la empresa.	El diseño del SG-SST para empresas de menos de diez trabajadores en clase de riesgo I, II o III puede ser realizado por un técnico en SST (o en alguna de sus áreas) con licencia vigente, que acredite mínimo un año de experiencia certificada en actividades de SST y la aprobación de un curso de capacitación virtual de cincuenta horas. También pueden realizarlo tecnólogos, profesionales o profesionales con posgrado en SST que cumplan esos mismos requisitos de licencia y curso.	0	0	1
MiPyme 4 empleados, riesgo I, sin responsable de SG-SST. ¿Quién puede diseñar el SG-SST en mi empresa de menos de 10 trabajadores?	Asignación de persona que diseña el Sistema de Gestión de SST.  Criterios: Asignar una persona que cumpla con el siguiente perfil: El diseño del Sistema de Gestión de Seguridad y Salud en el Trabajo, para empresas de menos de diez (10) trabajadores en clase de riesgo I, II y III puede ser realizado por un técnico en Seguridad y Salud en el Trabajo (SST) o en alguna de sus áreas, con licencia vigente en Seguridad y Salud en el Trabajo, que acredite mínimo un (1) año de experiencia certifi-cada por las empresas o entidades en las que laboró en el desarrollo de actividades de Seguridad y Salud en el Trabajo y que acredite la aprobación del curso de capa-citación virtual de cincuenta (50) horas. Esta actividad también podrá ser desarrollada por tecnólogos, profesionales y profesionales con posgrado en SST, que cuenten con licencia vigente en Seguridad y Salud en el Trabajo y el referido curso de capacitación virtual de cincuenta (50) horas. Modo de verificar: Solicitar documento soporte de la asignación y constatar la hoja de vida con soportes, de la persona asignada 	Debe realizar la identificación de peligros y la evaluación y valoración de los riesgos con el acompañamiento de la ARL a la que esté afiliada.	1	0	0
Empresa 5 trabajadores, no todos afiliados a seguridad social. ¿Debo afiliar a mis trabajadores a salud, pensión y riesgos laborales aunque sea pequeña?	Afiliación al Sistema de Seguridad Social Integral. Criterios: Afiliación a los Sistemas de Seguridad Social en Salud, Pensión y Riesgos Laborales de acuerdo con la normatividad vigente. Modo de verificación: Solicitar documento soporte de afiliación y del pago correspondiente 	La empresa debe afiliar a sus trabajadores a los Sistemas de Seguridad Social en Salud, Pensión y Riesgos Laborales conforme a la normatividad vigente, independientemente de su tamaño.	1	1	1
Empresa 5 trabajadores, no todos afiliados a seguridad social. ¿Debo afiliar a mis trabajadores a salud, pensión y riesgos laborales aunque sea pequeña?	El Comité de Medicina, Higiene y Seguridad Industrial se reunirá por lo menos una vez al mes en el local de la empresa y durante el horario de trabajo.	La empresa debe afiliar a sus trabajadores a los Sistemas de Seguridad Social en Salud, Pensión y Riesgos Laborales conforme a la normatividad vigente, independientemente de su tamaño.	0	0	1
Empresa 5 trabajadores, no todos afiliados a seguridad social. ¿Debo afiliar a mis trabajadores a salud, pensión y riesgos laborales aunque sea pequeña?	Afiliación al Sistema de Seguridad Social Integral. Criterios: Afiliación a los Sistemas de Seguridad Social en Salud, Pensión y Riesgos Laborales de acuerdo con la normatividad vigente. Modo de verificación: Solicitar documento soporte de afiliación y del pago correspondiente 	El costo de las evaluaciones médicas ocupacionales y de las pruebas o valoraciones complementarias está a cargo del empleador en su totalidad; en ningún caso pueden cobrarse o solicitarse al aspirante o al trabajador. El empleador puede contratarlas con instituciones prestadoras de servicios de salud ocupacional, con EPS o directamente con médicos especialistas en medicina del trabajo con licencia vigente.	1	0	0
MiPyme 8 trabajadores, sin capacitación en SST. ¿Qué debe incluir mínimo la capacitación de SST?	Capacitación en SST. Criterios: Elaborar y ejecutar programas o actividades de capacitación en promoción y prevención, que incluya como mínimo lo referente a los peligros/riesgos prioritarios y las medidas de prevención y control. Modo de verificación: Solicitar documento soporte de las acciones de capacitación realizadas /planillas, donde se evidencie la firma de los trabajadores 	Debe elaborar y ejecutar programas o actividades de capacitación en promoción y prevención que incluyan, como mínimo, lo relacionado con los peligros y riesgos prioritarios de la empresa y las medidas de prevención y control correspondientes.	1	1	1
MiPyme 8 trabajadores, sin capacitación en SST. ¿Qué debe incluir mínimo la capacitación de SST?	Conductas que constituyen acoso laboral. Se presumirá que hay acoso laboral si se acredita la ocurrencia repetida y pública de cualquiera de las siguientes conductas:   a) Los actos de agresión física, independientemente de sus consecuencias;   b) Las expresiones injuriosas o ultrajantes sobre la persona, con utilización de palabras soeces o con alusión a la raza, el género, el origen familiar o nacional, la preferencia política o el estatus social;   c) Los comentarios hostiles y humillantes de descalificación profesional expresados en presencia de los compañeros de trabajo;   d) Las injustificadas amenazas de despido expresadas en presencia de los compañeros de trabajo;   e) Las múltiples denuncias disciplinarias de cualquiera de los sujetos activos del acoso, cuya temeridad quede demostrada por el resultado de los respectivos procesos disciplinarios;   f) La descalificación humillante y en presencia de los compañeros de trabajo de las propuestas u opiniones de trabajo;   g) las burlas sobre la apariencia física o la forma de vestir, formuladas en público;   h) La alusión pública a hechos pertenecientes a la intimidad de la persona;   i) La imposición de deberes ostensiblemente extraños a las obligaciones laborales, las exigencias abiertamente desproporcionadas sobre el cumplimiento de la labor encomendada y el brusco cambio del lugar de trabajo o de la labor contratada sin ningún fundamento objetivo referente a la necesidad técnica de la empresa;   j) La exigencia de laborar en horarios excesivos respecto a la jornada laboral contratada o legalmente establecida, los cambios sorpresivos del turno laboral y la exigencia permanente de laborar en dominicales y días festivos sin ningún fundamento objetivo en las necesidades de la empresa, o en forma discriminatoria respecto a los demás trabajadores o empleados;   k) El trato notoriamente discriminatorio respecto a los demás empleados en cuanto al otorgamiento de derechos y prerrogativas laborales y la imposición de deberes laborales;   l) La negativa a suministrar materiales e información absolutamente indispensables para el cumplimiento de la labor;   m) La negativa claramente injustificada a otorgar permisos, licencias por enfermedad, licencias ordinarias y vacaciones, cuando se dan las condiciones legales, reglamentarias o convencionales para pedirlos;   n) El envío de anónimos, llamadas telefónicas y mensajes virtuales con contenido injurioso, ofensivo o intimidatorio o el sometimiento a una situación de aislamiento social.   En los demás casos no enumerados en este artículo, la autoridad competente valorará, según las circunstancias del caso y la gravedad de las conductas denunciadas, la ocurrencia del acoso laboral descrito en el artículo 2°.   Excepcionalmente un sólo acto hostil bastará para acreditar el acoso laboral. La autoridad competente apreciará tal circunstancia, según la gravedad de la conducta denunciada y su capacidad de ofender por sí sola la dignidad humana, la vida e integridad física, la libertad sexual y demás derechos fundamentales.   Cuando las conductas descritas en este artículo tengan ocurrencias en privado, deberán ser demostradas por los medios de prueba reconocidos en la ley procesal civil.	Debe elaborar y ejecutar programas o actividades de capacitación en promoción y prevención que incluyan, como mínimo, lo relacionado con los peligros y riesgos prioritarios de la empresa y las medidas de prevención y control correspondientes.	0	0	1
MiPyme 8 trabajadores, sin capacitación en SST. ¿Qué debe incluir mínimo la capacitación de SST?	Capacitación en SST. Criterios: Elaborar y ejecutar programas o actividades de capacitación en promoción y prevención, que incluya como mínimo lo referente a los peligros/riesgos prioritarios y las medidas de prevención y control. Modo de verificación: Solicitar documento soporte de las acciones de capacitación realizadas /planillas, donde se evidencie la firma de los trabajadores 	Su empresa se clasifica en riesgo I, ya que el código CIIU 6920 —que agrupa las actividades de contabilidad, teneduría de libros, auditoría financiera, liquidación de nómina, declaraciones tributarias y asesoría o representación ante autoridades tributarias— está registrado en la tabla del Decreto 768 de 2022 dentro de la clase de riesgo 1.	1	0	0
Empresa 6 trabajadores, sin plan de trabajo formal en SST. ¿Necesito un Plan Anual de Trabajo aunque tenga pocos trabajadores?	Plan Anual de Trabajo. Criterios: Elaborar el Plan Anual de Trabajo del Sistema de Gestión de SST, firmado por el empleador o con-tratante, en el que se identifiquen como mínimo: objetivos, metas, responsabilidades, recursos y cronograma anual. Modo de verificacion: Solicitar documento que contenga Plan Anual de Trabajo 	Debe elaborar el Plan Anual de Trabajo del SG-SST, firmado por el empleador o contratante, en el que se identifiquen como mínimo los objetivos, las metas, las responsabilidades, los recursos y el cronograma anual.	1	1	1
Empresa 6 trabajadores, sin plan de trabajo formal en SST. ¿Necesito un Plan Anual de Trabajo aunque tenga pocos trabajadores?	Establecer obligaciones y requisitos mínimos para realizar la investigación de incidentes y accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los han generado, e implementar las medidas correctivas encaminadas a eliminar o minimizar condiciones de riesgo y evitar su recurrencia.	Debe elaborar el Plan Anual de Trabajo del SG-SST, firmado por el empleador o contratante, en el que se identifiquen como mínimo los objetivos, las metas, las responsabilidades, los recursos y el cronograma anual.	0	0	1
Empresa 6 trabajadores, sin plan de trabajo formal en SST. ¿Necesito un Plan Anual de Trabajo aunque tenga pocos trabajadores?	Plan Anual de Trabajo. Criterios: Elaborar el Plan Anual de Trabajo del Sistema de Gestión de SST, firmado por el empleador o con-tratante, en el que se identifiquen como mínimo: objetivos, metas, responsabilidades, recursos y cronograma anual. Modo de verificacion: Solicitar documento que contenga Plan Anual de Trabajo 	Se considera accidente de trabajo todo suceso repentino que ocurra por causa o con ocasión del trabajo y que produzca en el trabajador una lesión orgánica, una perturbación funcional o psiquiátrica, una invalidez o la muerte; también lo es el que se produce durante la ejecución de órdenes del empleador o bajo su autoridad, incluso fuera del lugar y horario habituales de trabajo.	1	0	0
Empresa va a contratar un nuevo trabajador. ¿Debo hacer evaluaciones médicas ocupacionales con menos de 10 trabajadores?	Evaluaciones médicas ocupacionales. criterios: Realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad y los peligros/riesgos a los cuales se encuentre expuesto el trabajador. Modo de verificación: Conceptos emitidos por el médico evaluador en el cual informe recomendaciones y restricciones laborales. 	Debe realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad vigente y los peligros o riesgos a los que esté expuesto el trabajador.	1	1	1
Empresa va a contratar un nuevo trabajador. ¿Debo hacer evaluaciones médicas ocupacionales con menos de 10 trabajadores?	Accidente de trabajo. Es accidente de trabajo todo suceso repentino que sobrevenga por causa o con ocasión del trabajo, y que produzca en el trabajador una lesión orgánica, una perturbación funcional o psiquiátrica, una invalidez o la muerte. Es también accidente de trabajo aquel que se produce durante la ejecución de órdenes del empleador, o contratante durante la ejecución de una labor bajo su autoridad, aún fuera del lugar y horas de trabajo. NOTA: El texto subrayado fue declarado EXEQUIBLE por la Corte Constitucional mediante Sentencia C-509 de 2014. Igualmente se considera accidente de trabajo el que se produzca durante el traslado de los trabajadores o contratistas desde su residencia a los lugares de trabajo o viceversa, cuando el transporte lo suministre el empleador. NOTA: El texto subrayado fue declarado EXEQUIBLE por la Corte Constitucional mediante Sentencia C-509 de 2014. También se considerará como accidente de trabajo el ocurrido durante el ejercicio de la función sindical aunque el trabajador se encuentre en permiso sindical siempre que el accidente se produzca en cumplimiento de dicha función. De igual forma se considera accidente de trabajo el que se produzca por la ejecución de actividades recreativas, deportivas o culturales, cuando se actúe por cuenta o en representación del empleador o de la empresa usuaria cuando se trate de trabajadores de empresas de servicios temporales que se encuentren en misión.	Debe realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad vigente y los peligros o riesgos a los que esté expuesto el trabajador.	0	0	1
Empresa va a contratar un nuevo trabajador. ¿Debo hacer evaluaciones médicas ocupacionales con menos de 10 trabajadores?	Evaluaciones médicas ocupacionales. criterios: Realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad y los peligros/riesgos a los cuales se encuentre expuesto el trabajador. Modo de verificación: Conceptos emitidos por el médico evaluador en el cual informe recomendaciones y restricciones laborales. 	La norma define como accidente grave, entre otros supuestos, aquel que produce fractura de huesos largos como el fémur, la tibia, el peroné, el húmero, el radio o el cúbito, además de amputaciones, trauma craneoencefálico, quemaduras de segundo y tercer grado, lesiones severas de mano o columna, y lesiones oculares o auditivas que comprometan la capacidad visual o auditiva. Una fractura de fémur encaja directamente en esta definición.	1	0	0
MiPyme 7 trabajadores, no sabe cómo identificar peligros sola. ¿Con quién debo identificar los peligros de mi empresa pequeña?	Identificación de peligros; evaluación y valoración de riesgos. Criterios: Realizar la identificación de peli-gros y la evaluación y valoración de los riesgos con el acompaña-miento de la ARL. Modo de verificación: Solicitar documento con la identificación de peligros; evaluación y valoración de los riesgos. Constancia de acompañamiento de la ARL - acta de visita ARL 	Debe realizar la identificación de peligros y la evaluación y valoración de los riesgos con el acompañamiento de la ARL a la que esté afiliada.	1	1	1
MiPyme 7 trabajadores, no sabe cómo identificar peligros sola. ¿Con quién debo identificar los peligros de mi empresa pequeña?	El empleador o contratante debe aplicar una metodología que sea sistemática, que tenga alcance sobre todos los procesos y actividades rutinarias y no rutinarias internas o externas, máquinas y equipos, todos los centros de trabajo y todos los trabajadores inde­pendientemente de su forma de contratación y vinculación, que le permita identificar los peligros y evaluar los riesgos en seguridad y salud en el trabajo, con el fin que pueda prio­rizarlos y establecer los controles necesarios, realizando mediciones ambientales cuando se requiera. Los panoramas de factores de riesgo se entenderán como identificación de peligros, evaluación y valoración de los riesgos. Parágrafo 1°. La identificación de peligros y evaluación de los riesgos debe ser desa­rrollada por el empleador o contratante con la participación y compromiso de todos los ni­veles de la empresa. Debe ser documentada y actualizada como mínimo de manera anual. También se debe actualizar cada vez que ocurra un accidente de trabajo mortal o un evento catastrófico en la empresa o cuando se presenten cambios en los procesos, en las instalaciones en la maquinaria o en los equipos. Parágrafo 2°. De acuerdo con la naturaleza de los peligros, la priorización realizada y la actividad económica de la empresa, el empleador o contratante utilizará metodologías adicionales para complementar la evaluación de los riesgos en seguridad y salud en el tra­bajo ante peligros de origen físicos, ergonómicos o biomecánicos, biológicos, químicos, de seguridad, público, psicosociales, entre otros. Cuando en el proceso productivo, se involucren agentes potencialmente cancerígenos, deberán ser considerados como prioritarios, independiente de su dosis y nivel de exposi­ción. Parágrafo 3°. El empleador debe informar al Comité Paritario o Vigía de Seguridad y Salud en el Trabajo sobre los resultados de las evaluaciones de los ambientes de trabajo para que emita las recomendaciones a que haya lugar. Parágrafo 4°. Se debe identificar y relacionar en el Sistema de Gestión de la Segu­ridad y Salud en el Trabajo los trabajadores que se dediquen en forma permanente a las actividades de alto riesgo a las que hace referencia el Decreto número 2090 de 2003, o la norma que lo modifique o sustituya. 	Debe realizar la identificación de peligros y la evaluación y valoración de los riesgos con el acompañamiento de la ARL a la que esté afiliada.	0	0	1
MiPyme 7 trabajadores, no sabe cómo identificar peligros sola. ¿Con quién debo identificar los peligros de mi empresa pequeña?	Identificación de peligros; evaluación y valoración de riesgos. Criterios: Realizar la identificación de peli-gros y la evaluación y valoración de los riesgos con el acompaña-miento de la ARL. Modo de verificación: Solicitar documento con la identificación de peligros; evaluación y valoración de los riesgos. Constancia de acompañamiento de la ARL - acta de visita ARL 	Debe elaborar el Plan Anual de Trabajo del SG-SST, firmado por el empleador o contratante, en el que se identifiquen como mínimo los objetivos, las metas, las responsabilidades, los recursos y el cronograma anual.	1	0	0
Empresa ya identificó peligros pero no ha actuado. ¿Qué debo hacer después de identificar los peligros?	Medidas de prevención y control frente a peligros/riesgos identificados. Criterios: Ejecutar las actividades de prevención y control de peligros y/o riesgos, con base en el resultado de la identificación de peligros, la evaluación y valoración de los riesgos. Modo de verificación: Solicitar documento soporte con acciones ejecutadas	Debe ejecutar las actividades de prevención y control de los peligros o riesgos identificados, con base en el resultado de la identificación de peligros y de la evaluación y valoración de los riesgos.	1	1	1
Empresa ya identificó peligros pero no ha actuado. ¿Qué debo hacer después de identificar los peligros?	Accidente de trabajo. Es accidente de trabajo todo suceso repentino que sobrevenga por causa o con ocasión del trabajo, y que produzca en el trabajador una lesión orgánica, una perturbación funcional o psiquiátrica, una invalidez o la muerte. Es también accidente de trabajo aquel que se produce durante la ejecución de órdenes del empleador, o contratante durante la ejecución de una labor bajo su autoridad, aún fuera del lugar y horas de trabajo. NOTA: El texto subrayado fue declarado EXEQUIBLE por la Corte Constitucional mediante Sentencia C-509 de 2014. Igualmente se considera accidente de trabajo el que se produzca durante el traslado de los trabajadores o contratistas desde su residencia a los lugares de trabajo o viceversa, cuando el transporte lo suministre el empleador. NOTA: El texto subrayado fue declarado EXEQUIBLE por la Corte Constitucional mediante Sentencia C-509 de 2014. También se considerará como accidente de trabajo el ocurrido durante el ejercicio de la función sindical aunque el trabajador se encuentre en permiso sindical siempre que el accidente se produzca en cumplimiento de dicha función. De igual forma se considera accidente de trabajo el que se produzca por la ejecución de actividades recreativas, deportivas o culturales, cuando se actúe por cuenta o en representación del empleador o de la empresa usuaria cuando se trate de trabajadores de empresas de servicios temporales que se encuentren en misión.	Debe ejecutar las actividades de prevención y control de los peligros o riesgos identificados, con base en el resultado de la identificación de peligros y de la evaluación y valoración de los riesgos.	0	0	1
Empresa ya identificó peligros pero no ha actuado. ¿Qué debo hacer después de identificar los peligros?	Medidas de prevención y control frente a peligros/riesgos identificados. Criterios: Ejecutar las actividades de prevención y control de peligros y/o riesgos, con base en el resultado de la identificación de peligros, la evaluación y valoración de los riesgos. Modo de verificación: Solicitar documento soporte con acciones ejecutadas	Debe garantizar la disponibilidad de personal responsable de la seguridad y salud en el trabajo, con un perfil acorde a la normatividad vigente y a los estándares mínimos que defina el Ministerio del Trabajo; esa persona debe planear, organizar, dirigir y evaluar el SG-SST al menos una vez al año, informar sus resultados a la alta dirección y promover la participación de todos los niveles de la empresa en su implementación.	1	0	0
Ocurre un cuasi-accidente sin lesión en una MiPyme. ¿Debo investigar un incidente aunque no haya lesión?	Establecer obligaciones y requisitos mínimos para realizar la investigación de incidentes y accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los han generado, e implementar las medidas correctivas encaminadas a eliminar o minimizar condiciones de riesgo y evitar su recurrencia.	La resolución tiene por objeto establecer las obligaciones y requisitos mínimos para investigar tanto los incidentes como los accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los generaron e implementar las medidas correctivas que eliminen o minimicen las condiciones de riesgo y eviten su recurrencia.	1	1	1
