Query	Document	Answer	Context_Relevance_Label	Answer_Faithfulness_Label	Answer_Relevance_Label	fila_gold	Context_Prediction	Context_Mismatch	Faithfulness_Prediction	Faithfulness_Mismatch	Answer_Relevance_Prediction	Answer_Relevance_Mismatch
MiPyme de 6 trabajadores sin COPASST ni encargado de salud ocupacional. ¿Quién integra el equipo investigador si mi empresa es muy pequeña?	Medidas de prevención y control frente a peligros/riesgos identificados. Criterios: Ejecutar las actividades de prevención y control de peligros y/o riesgos, con base en el resultado de la identificación de peligros, la evaluación y valoración de los riesgos. Modo de verificación: Solicitar documento soporte con acciones ejecutadas	El equipo investigador debe integrarse, como mínimo, por el jefe inmediato o supervisor del trabajador accidentado, un representante del Comité Paritario o el Vigía Ocupacional y el encargado del programa de salud ocupacional. Cuando la empresa no cuente con esa estructura, debe conformar un equipo investigador integrado por trabajadores capacitados para tal fin, y puede apoyarse en personal experto interno o externo para determinar las causas.	0	1	1	63	0	False	0	True	0	True
Ocurre un accidente mortal en la empresa. ¿En cuánto tiempo debo enviar el informe a la ARL?	El Comité de Medicina, Higiene y Seguridad Industrial se reunirá por lo menos una vez al mes en el local de la empresa y durante el horario de trabajo.	El aportante debe remitir a su Administradora de Riesgos Profesionales el informe de investigación dentro de los quince días siguientes a la ocurrencia del evento, tratándose de accidentes de trabajo mortales o de los accidentes graves definidos en la resolución. La ARL evaluará el informe y emitirá concepto sobre las acciones de prevención a implementar en un plazo no superior a quince días hábiles.	0	1	1	66	0	False	0	True	0	True
Empresa está redactando el informe de un accidente ocurrido. ¿Qué debe contener la descripción del accidente en el informe?	El em­pleador o contratante debe definir los requisitos de conocimiento y práctica en seguridad y salud en el trabajo necesarios para sus trabajadores, también debe adoptar y mantener disposiciones para que estos los cumplan en todos los aspectos de la ejecución de sus de­beres u obligaciones, con el fin de prevenir accidentes de trabajo y enfermedades laborales. Para ello, debe desarrollar un programa de capacitación que proporcione conocimiento para identificar los peligros y controlar los riesgos relacionados con el trabajo, hacerlo extensivo a todos los niveles de la organización incluyendo a trabajadores dependientes, contratistas, trabajadores cooperados y los trabajadores en misión, estar documentado, ser impartido por personal idóneo conforme a la normatividad vigente. 	El informe debe contener un relato completo y detallado de los hechos relacionados con el accidente o incidente, con base en la inspección del sitio de trabajo y las versiones de los testigos, incluyendo cuándo ocurrió, dónde se encontraba el trabajador, qué actividad realizaba, por qué y para qué la realizaba, con quién se encontraba y cómo sucedió.	0	1	1	69	0	False	0	True	1	False
Un jefe intimida constantemente a un trabajador. ¿Qué se considera acoso laboral?	4. Definición de Recursos: Debe definir y asignar los recursos financieros, técnicos y el personal necesario para el diseño, implementación, revisión evaluación y mejora de las medidas de prevención y control, para la gestión eficaz de los peligros y riesgos en el lugar de trabajo y también, para que los responsables de la seguridad y salud en el trabajo en la empresa, el Comité Paritario o Vigía de Seguridad y Salud en el Trabajo según correspon­da, puedan cumplir de manera satisfactoria con sus funciones. 	Se entiende por acoso laboral toda conducta persistente y demostrable ejercida sobre un trabajador por parte de un empleador, jefe, compañero o subalterno, encaminada a infundir miedo, intimidación, terror o angustia, causar perjuicio laboral, generar desmotivación o inducir la renuncia. La ley reconoce, entre otras modalidades, el maltrato laboral, la persecución laboral, la discriminación laboral, el entorpecimiento laboral, la inequidad laboral y la desprotección laboral.	0	1	1	72	0	False	0	True	1	False
Un jefe hace comentarios humillantes frente a otros trabajadores repetidamente. ¿Qué conductas hacen presumir acoso laboral?	Para efecto de lo previsto en la presente resolución, se adoptan las siguientes definiciones:   Incidente de trabajo: Suceso acaecido en el curso del trabajo o en relación con este, que tuvo el potencial de ser un accidente, en el que hubo personas involucradas sin que sufrieran lesiones o se presentaran daños a la propiedad y/o pérdida en los procesos.   Investigación de accidente o incidente: Proceso sistemático de determinación y ordenación de causas, hechos o situaciones que generaron o favorecieron la ocurrencia del accidente o incidente, que se realiza con el objeto de prevenir su repetición, mediante el control de los riesgos que lo produjeron.   Causas básicas: Causas reales que se manifiestan detrás de los síntomas; razones por las cuales ocurren los actos y condiciones subestándares o inseguros; factores que una vez identificados permiten un control administrativo significativo.   Las causas básicas ayudan a explicar por qué se cometen actos subestándares o inseguros y por qué existen condiciones subestándares o inseguras.   Causas inmediatas: Circunstancias que se presentan justamente antes del contacto; por lo general son observables o se hacen sentir. Se clasifican en actos subestándares o actos inseguros (comportamientos que podrían dar paso a la ocurrencia de un accidente o incidente) y condiciones subestándares o condiciones inseguras (circunstancias que podrían dar paso a la ocurrencia de un accidente o incidente).   Aportantes: Empleadores públicos y privados, contratantes de personal bajo modalidad de contrato civil, comercial o administrativo; a las organizaciones de economía solidaria y del sector cooperativo, a las agremiaciones u asociaciones autorizadas para realizar la afiliación colectiva de trabajadores independientes al Sistema de Seguridad Social Integral.   Accidente grave: Aquel que trae como consecuencia amputación de cualquier segmento corporal; fractura de huesos largos (fémur, tibia, peroné, húmero, radio y cúbito); trauma craneoencefálico; quemaduras de segundo y tercer grado; lesiones severas de mano, tales como aplastamiento o quemaduras; lesiones severas de columna vertebral con compromiso de médula espinal; lesiones oculares que comprometan la agudeza o el campo visual o lesiones que comprometan la capacidad auditiva.	Se presume que hay acoso laboral cuando se acredita la ocurrencia repetida y pública de conductas como agresiones físicas, expresiones injuriosas o ultrajantes, comentarios hostiles o humillantes de descalificación profesional, amenazas injustificadas de despido, burlas sobre la apariencia física, exigencias desproporcionadas, cambios de horario o de lugar de trabajo sin fundamento, trato discriminatorio, o negativa injustificada a suministrar información o a otorgar permisos y licencias, entre otras conductas listadas en la norma. En casos excepcionales, un solo acto hostil puede bastar para acreditar el acoso si es lo bastante grave.	0	1	1	75	0	False	0	True	1	False
Un jefe evalúa el desempeño de un subalterno con indicadores objetivos y este alega acoso. ¿Eso constituye acoso laboral?	Capacitación en SST. Criterios: Elaborar y ejecutar programas o actividades de capacitación en promoción y prevención, que incluya como mínimo lo referente a los peligros/riesgos prioritarios y las medidas de prevención y control. Modo de verificación: Solicitar documento soporte de las acciones de capacitación realizadas /planillas, donde se evidencie la firma de los trabajadores 	No constituye acoso laboral la evaluación del desempeño de los subalternos conforme a indicadores objetivos y generales de rendimiento, ni la formulación de circulares o memorandos dirigidos a solicitar exigencias técnicas o mejorar la eficiencia laboral, siempre que estas exigencias estén justificadas y fundadas en criterios objetivos y no discriminatorios.	0	1	1	78	0	False	0	True	0	True
MiPyme sin mecanismos internos para tratar quejas de acoso. ¿Qué debo prever en mi reglamento de trabajo frente al acoso laboral?	El presente capítulo tiene por ob­jeto definir las directrices de obligatorio cumplimiento para implementar el Sistema de Gestión de la Seguridad y Salud en el Trabajo (SG-SST), que deben ser aplicadas por todos los empleadores públicos y privados, los contratantes de personal bajo modalidad de contrato civil, comercial o administrativo, las organizaciones de economía solidaria y del sector cooperativo, las empresas de servicios temporales y tener cobertura sobre los trabajadores dependientes, contratistas, trabajadores cooperados y los trabajadores en misión. 	El reglamento de trabajo de la empresa debe prever mecanismos de prevención de las conductas de acoso laboral y establecer un procedimiento interno, confidencial, conciliatorio y efectivo para superar los casos que se presenten en el lugar de trabajo; donde existan, los comités de empresa de carácter bipartito pueden asumir funciones relacionadas con el acoso laboral dentro del reglamento.	0	1	1	81	0	False	0	True	0	True
Se acredita acoso laboral de un jefe contra un trabajador del sector privado. ¿Qué consecuencia puede tener el empleador que tolera el acoso?	Para efecto de lo previsto en la presente resolución, se adoptan las siguientes definiciones:   Incidente de trabajo: Suceso acaecido en el curso del trabajo o en relación con este, que tuvo el potencial de ser un accidente, en el que hubo personas involucradas sin que sufrieran lesiones o se presentaran daños a la propiedad y/o pérdida en los procesos.   Investigación de accidente o incidente: Proceso sistemático de determinación y ordenación de causas, hechos o situaciones que generaron o favorecieron la ocurrencia del accidente o incidente, que se realiza con el objeto de prevenir su repetición, mediante el control de los riesgos que lo produjeron.   Causas básicas: Causas reales que se manifiestan detrás de los síntomas; razones por las cuales ocurren los actos y condiciones subestándares o inseguros; factores que una vez identificados permiten un control administrativo significativo.   Las causas básicas ayudan a explicar por qué se cometen actos subestándares o inseguros y por qué existen condiciones subestándares o inseguras.   Causas inmediatas: Circunstancias que se presentan justamente antes del contacto; por lo general son observables o se hacen sentir. Se clasifican en actos subestándares o actos inseguros (comportamientos que podrían dar paso a la ocurrencia de un accidente o incidente) y condiciones subestándares o condiciones inseguras (circunstancias que podrían dar paso a la ocurrencia de un accidente o incidente).   Aportantes: Empleadores públicos y privados, contratantes de personal bajo modalidad de contrato civil, comercial o administrativo; a las organizaciones de economía solidaria y del sector cooperativo, a las agremiaciones u asociaciones autorizadas para realizar la afiliación colectiva de trabajadores independientes al Sistema de Seguridad Social Integral.   Accidente grave: Aquel que trae como consecuencia amputación de cualquier segmento corporal; fractura de huesos largos (fémur, tibia, peroné, húmero, radio y cúbito); trauma craneoencefálico; quemaduras de segundo y tercer grado; lesiones severas de mano, tales como aplastamiento o quemaduras; lesiones severas de columna vertebral con compromiso de médula espinal; lesiones oculares que comprometan la agudeza o el campo visual o lesiones que comprometan la capacidad auditiva.	Cuando el acoso laboral está debidamente acreditado, se sanciona con multa entre dos y diez salarios mínimos legales mensuales, tanto para la persona que lo realiza como para el empleador que lo tolere.	0	1	1	84	0	False	0	True	0	True
Trabajador se lesiona al caer en la oficina durante su jornada. ¿Es accidente de trabajo?	Evaluaciones médicas ocupacionales. criterios: Realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad y los peligros/riesgos a los cuales se encuentre expuesto el trabajador. Modo de verificación: Conceptos emitidos por el médico evaluador en el cual informe recomendaciones y restricciones laborales. 	Se considera accidente de trabajo todo suceso repentino que ocurra por causa o con ocasión del trabajo y que produzca en el trabajador una lesión orgánica, una perturbación funcional o psiquiátrica, una invalidez o la muerte; también lo es el que se produce durante la ejecución de órdenes del empleador o bajo su autoridad, incluso fuera del lugar y horario habituales de trabajo.	0	1	1	87	0	False	0	True	0	True
Empleado de oficina desarrolla una afección tras años de exposición a su puesto. ¿Qué es enfermedad laboral?	Enfermedad laboral. Es enfermedad laboral la contraída como resultado de la exposición a factores de riesgo inherentes a la actividad laboral o del medio en el que el trabajador se ha visto obligado a trabajar. El Gobierno Nacional, determinará, en forma periódica, las enfermedades que se consideran como laborales y en los casos en que una enfermedad no figure en la tabla de enfermedades laborales, pero se demuestre la relación de causalidad con los factores de riesgo ocupacional será reconocida como enfermedad laboral, conforme lo establecido en las normas legales vigentes. Parágrafo 1°. El Gobierno Nacional, previo concepto del Consejo Nacional de Riesgos Laborales, determinará, en forma periódica, las enfermedades que se consideran como laborales. Parágrafo 2°. Para tal efecto, El Ministerio de la Salud y Protección Social y el Ministerio de Trabajo, realizará una actualización de la tabla de enfermedades laborales por lo menos cada tres (3) años atendiendo a los estudios técnicos financiados por el Fondo Nacional de Riesgos Laborales.	Es enfermedad laboral la contraída como resultado de la exposición a factores de riesgo inherentes a la actividad laboral o al medio en el que el trabajador se ha visto obligado a laborar. El Gobierno Nacional determina periódicamente las enfermedades consideradas laborales en una tabla que se actualiza al menos cada tres años; si una enfermedad no aparece en la tabla pero se demuestra su relación de causalidad con los factores de riesgo ocupacional, también se reconoce como enfermedad laboral.	1	1	1	89	0	True	1	False	1	False
Empleado de oficina desarrolla una afección tras años de exposición a su puesto. ¿Qué es enfermedad laboral?	Conductas que constituyen acoso laboral. Se presumirá que hay acoso laboral si se acredita la ocurrencia repetida y pública de cualquiera de las siguientes conductas:   a) Los actos de agresión física, independientemente de sus consecuencias;   b) Las expresiones injuriosas o ultrajantes sobre la persona, con utilización de palabras soeces o con alusión a la raza, el género, el origen familiar o nacional, la preferencia política o el estatus social;   c) Los comentarios hostiles y humillantes de descalificación profesional expresados en presencia de los compañeros de trabajo;   d) Las injustificadas amenazas de despido expresadas en presencia de los compañeros de trabajo;   e) Las múltiples denuncias disciplinarias de cualquiera de los sujetos activos del acoso, cuya temeridad quede demostrada por el resultado de los respectivos procesos disciplinarios;   f) La descalificación humillante y en presencia de los compañeros de trabajo de las propuestas u opiniones de trabajo;   g) las burlas sobre la apariencia física o la forma de vestir, formuladas en público;   h) La alusión pública a hechos pertenecientes a la intimidad de la persona;   i) La imposición de deberes ostensiblemente extraños a las obligaciones laborales, las exigencias abiertamente desproporcionadas sobre el cumplimiento de la labor encomendada y el brusco cambio del lugar de trabajo o de la labor contratada sin ningún fundamento objetivo referente a la necesidad técnica de la empresa;   j) La exigencia de laborar en horarios excesivos respecto a la jornada laboral contratada o legalmente establecida, los cambios sorpresivos del turno laboral y la exigencia permanente de laborar en dominicales y días festivos sin ningún fundamento objetivo en las necesidades de la empresa, o en forma discriminatoria respecto a los demás trabajadores o empleados;   k) El trato notoriamente discriminatorio respecto a los demás empleados en cuanto al otorgamiento de derechos y prerrogativas laborales y la imposición de deberes laborales;   l) La negativa a suministrar materiales e información absolutamente indispensables para el cumplimiento de la labor;   m) La negativa claramente injustificada a otorgar permisos, licencias por enfermedad, licencias ordinarias y vacaciones, cuando se dan las condiciones legales, reglamentarias o convencionales para pedirlos;   n) El envío de anónimos, llamadas telefónicas y mensajes virtuales con contenido injurioso, ofensivo o intimidatorio o el sometimiento a una situación de aislamiento social.   En los demás casos no enumerados en este artículo, la autoridad competente valorará, según las circunstancias del caso y la gravedad de las conductas denunciadas, la ocurrencia del acoso laboral descrito en el artículo 2°.   Excepcionalmente un sólo acto hostil bastará para acreditar el acoso laboral. La autoridad competente apreciará tal circunstancia, según la gravedad de la conducta denunciada y su capacidad de ofender por sí sola la dignidad humana, la vida e integridad física, la libertad sexual y demás derechos fundamentales.   Cuando las conductas descritas en este artículo tengan ocurrencias en privado, deberán ser demostradas por los medios de prueba reconocidos en la ley procesal civil.	Es enfermedad laboral la contraída como resultado de la exposición a factores de riesgo inherentes a la actividad laboral o al medio en el que el trabajador se ha visto obligado a laborar. El Gobierno Nacional determina periódicamente las enfermedades consideradas laborales en una tabla que se actualiza al menos cada tres años; si una enfermedad no aparece en la tabla pero se demuestra su relación de causalidad con los factores de riesgo ocupacional, también se reconoce como enfermedad laboral.	0	1	1	90	0	False	0	True	1	False
Trabajador incapacitado por accidente quiere saber cómo se calcula su prestación. ¿Cómo se calcula el ingreso base para pagarle por un accidente de trabajo?	Cada Comité de Medicina, Higiene y Seguridad Industrial estará compuesto por un número igual de representantes del empleador y de los trabajadores, con sus respectivos suplentes, así: De 10 a 49 trabajadores, un representante por cada una de las partes. De 50 a 499 trabajadores, dos representantes por cada una de las partes. De 500 a 999 trabajadores, tres representantes por cada una de las partes. De 1.000 o más trabajadores, cuatro representantes por cada una de las partes.  A las reuniones del Comité sólo asistirán los miembros principales. Los suplentes asistirán por ausencia de los principales y serán citados a las reuniones por el Presidente del Comité.	Para liquidar las prestaciones económicas derivadas de un accidente de trabajo, el ingreso base corresponde al promedio del Ingreso Base de Cotización de los seis meses anteriores a la ocurrencia del accidente, o de la fracción de meses laborados si el trabajador llevaba menos tiempo vinculado a la empresa.	0	1	1	93	0	False	0	True	0	True
Empleador quiere saber cuánto debe cotizar por riesgos laborales. ¿Cuál es el rango de cotización al Sistema de Riesgos Laborales?	Asignación de persona que diseña el Sistema de Gestión de SST.  Criterios: Asignar una persona que cumpla con el siguiente perfil: El diseño del Sistema de Gestión de Seguridad y Salud en el Trabajo, para empresas de menos de diez (10) trabajadores en clase de riesgo I, II y III puede ser realizado por un técnico en Seguridad y Salud en el Trabajo (SST) o en alguna de sus áreas, con licencia vigente en Seguridad y Salud en el Trabajo, que acredite mínimo un (1) año de experiencia certifi-cada por las empresas o entidades en las que laboró en el desarrollo de actividades de Seguridad y Salud en el Trabajo y que acredite la aprobación del curso de capa-citación virtual de cincuenta (50) horas. Esta actividad también podrá ser desarrollada por tecnólogos, profesionales y profesionales con posgrado en SST, que cuenten con licencia vigente en Seguridad y Salud en el Trabajo y el referido curso de capacitación virtual de cincuenta (50) horas. Modo de verificar: Solicitar documento soporte de la asignación y constatar la hoja de vida con soportes, de la persona asignada 	El monto de las cotizaciones al Sistema de Riesgos Laborales no puede ser inferior al 0,348 % ni superior al 8,7 % del Ingreso Base de Cotización de los trabajadores, y su pago está a cargo del empleador. El Ministerio de Trabajo, junto con el Ministerio de Salud, define la tabla de cotizaciones mínimas y máximas por clase de riesgo, así como los criterios para aumentar o disminuir el porcentaje según la siniestralidad, severidad y cumplimiento del SG-SST de la empresa.	0	1	1	96	0	False	0	True	0	True
Empleador quiere saber cuánto debe cotizar por riesgos laborales. ¿Cuál es el rango de cotización al Sistema de Riesgos Laborales?	Monto de las cotizaciones. El monto de las cotizaciones para el caso de los trabajadores vinculados mediante contratos de trabajo o como servidores públicos no podrá ser inferior al 0.348%, ni superior al 8.7%, del Ingreso Base de Cotización (IBC) de los trabajadores y su pago estará a cargo del respectivo empleador. Corregido por el art. 1, Decreto Nacional 2464 de 2012, <El nuevo texto es el siguiente> El mismo porcentaje del monto de las cotizaciones se aplicará para las personas vinculadas a través de un contrato formal de prestación de servidos personales, sin embargo, su afiliación estará a cargo del contratante y el pago a cargo del contratista, exceptuándose lo estipulado en el literal a) numeral 5 del artículo 2° de esta ley. El Ministerio de Trabajo en coordinación con el Ministerio de Salud y Protección Social en lo de su competencia adoptarán la tabla de cotizaciones mínimas y máximas para cada clase de riesgo, así como las formas en que una empresa pueda lograr disminuir o aumentar los porcentajes de cotización de acuerdo a su siniestralidad, severidad y cumplimiento del Sistema de Gestión de la Seguridad y Salud en el Trabajo SG-SST.	Se entiende por acoso laboral toda conducta persistente y demostrable ejercida sobre un trabajador por parte de un empleador, jefe, compañero o subalterno, encaminada a infundir miedo, intimidación, terror o angustia, causar perjuicio laboral, generar desmotivación o inducir la renuncia. La ley reconoce, entre otras modalidades, el maltrato laboral, la persecución laboral, la discriminación laboral, el entorpecimiento laboral, la inequidad laboral y la desprotección laboral.	1	0	0	97	0	True	0	False	0	False
MiPyme de riesgo I con alta siniestralidad que busca apoyo de su ARL. ¿Existe apoyo especial para micro y pequeñas empresas en prevención?	Descripción del accidente o incidente. El informe deberá contener un relato completo y detallado de los hechos relacionados con el accidente o incidente, de acuerdo con la inspección realizada al sitio de trabajo y las versiones de los testigos, involucrando todo aquello que se considere importante o que aporte información para determinar las causas específicas del accidente o incidente, tales como cuándo ocurrió, dónde se encontraba el trabajador, qué actividad estaba realizando y qué pasó, por qué realizaba la actividad, para qué, con quién se encontraba, cómo sucedió.   Para obtener la información, el aportante puede acudir al reconocimiento del área involucrada, entrevista a testigos, fotografías, videos, diagramas, revisión de documentos y demás técnicas que se consideren necesarias.	Las Administradoras de Riesgos Laborales deben fortalecer sus actividades de promoción y prevención en las micro y pequeñas empresas que presenten alta siniestralidad o estén clasificadas como de alto riesgo, focalizando sus acciones según criterios técnicos definidos por el Ministerio del Trabajo, que consideran la frecuencia, severidad y causas de los accidentes y enfermedades laborales en estas empresas.	0	1	1	99	0	False	0	True	0	True
Empresa con 8 empleados. ¿Necesito conformar un COPASST?	Establecer obligaciones y requisitos mínimos para realizar la investigación de incidentes y accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los han generado, e implementar las medidas correctivas encaminadas a eliminar o minimizar condiciones de riesgo y evitar su recurrencia.	Solo las empresas con diez o más trabajadores están obligadas a conformar un Comité de Medicina, Higiene y Seguridad Industrial (COPASST). Las que tienen menos de diez trabajadores deben, en su lugar, actuar en coordinación con los trabajadores para desarrollar el programa de salud ocupacional, bajo la responsabilidad del empleador.	0	1	1	102	0	False	0	True	0	True
Empresa de 15 trabajadores conforma su Comité. ¿Cómo debe estar compuesto el COPASST?	Asignación de persona que diseña el Sistema de Gestión de SST.  Criterios: Asignar una persona que cumpla con el siguiente perfil: El diseño del Sistema de Gestión de Seguridad y Salud en el Trabajo, para empresas de menos de diez (10) trabajadores en clase de riesgo I, II y III puede ser realizado por un técnico en Seguridad y Salud en el Trabajo (SST) o en alguna de sus áreas, con licencia vigente en Seguridad y Salud en el Trabajo, que acredite mínimo un (1) año de experiencia certifi-cada por las empresas o entidades en las que laboró en el desarrollo de actividades de Seguridad y Salud en el Trabajo y que acredite la aprobación del curso de capa-citación virtual de cincuenta (50) horas. Esta actividad también podrá ser desarrollada por tecnólogos, profesionales y profesionales con posgrado en SST, que cuenten con licencia vigente en Seguridad y Salud en el Trabajo y el referido curso de capacitación virtual de cincuenta (50) horas. Modo de verificar: Solicitar documento soporte de la asignación y constatar la hoja de vida con soportes, de la persona asignada 	El Comité debe estar compuesto por un número igual de representantes del empleador y de los trabajadores, con sus respectivos suplentes: un representante por cada parte si la empresa tiene entre 10 y 49 trabajadores, dos representantes por cada parte entre 50 y 499, tres entre 500 y 999, y cuatro si tiene 1.000 o más. A las reuniones solo asisten los miembros principales; los suplentes acuden únicamente en su ausencia.	0	1	1	105	0	False	0	True	0	True
Comité ya conformado. ¿Con qué frecuencia debe reunirse?	Identificación de peligros; evaluación y valoración de riesgos. Criterios: Realizar la identificación de peli-gros y la evaluación y valoración de los riesgos con el acompaña-miento de la ARL. Modo de verificación: Solicitar documento con la identificación de peligros; evaluación y valoración de los riesgos. Constancia de acompañamiento de la ARL - acta de visita ARL 	El Comité debe reunirse al menos una vez al mes, en el local de la empresa y durante el horario de trabajo.	0	1	1	108	0	False	0	True	0	True
Representantes elegidos hace un año. ¿Cuánto dura el periodo de los miembros del Comité?	Enfermedad laboral. Es enfermedad laboral la contraída como resultado de la exposición a factores de riesgo inherentes a la actividad laboral o del medio en el que el trabajador se ha visto obligado a trabajar. El Gobierno Nacional, determinará, en forma periódica, las enfermedades que se consideran como laborales y en los casos en que una enfermedad no figure en la tabla de enfermedades laborales, pero se demuestre la relación de causalidad con los factores de riesgo ocupacional será reconocida como enfermedad laboral, conforme lo establecido en las normas legales vigentes. Parágrafo 1°. El Gobierno Nacional, previo concepto del Consejo Nacional de Riesgos Laborales, determinará, en forma periódica, las enfermedades que se consideran como laborales. Parágrafo 2°. Para tal efecto, El Ministerio de la Salud y Protección Social y el Ministerio de Trabajo, realizará una actualización de la tabla de enfermedades laborales por lo menos cada tres (3) años atendiendo a los estudios técnicos financiados por el Fondo Nacional de Riesgos Laborales.	Los miembros del Comité son elegidos por un periodo de un año, al cabo del cual pueden ser reelegidos.	0	1	1	111	0	False	0	True	0	True
MiPyme contrata nuevo empleado. ¿Debo hacer examen médico antes de contratar?	Establecer obligaciones y requisitos mínimos para realizar la investigación de incidentes y accidentes de trabajo, con el fin de identificar las causas, hechos y situaciones que los han generado, e implementar las medidas correctivas encaminadas a eliminar o minimizar condiciones de riesgo y evitar su recurrencia.	Debe realizar una evaluación médica preocupacional o de preingreso para determinar las condiciones de salud física, mental y social del trabajador antes de contratarlo, en función de las condiciones de trabajo a las que estaría expuesto y del perfil del cargo. El objetivo es establecer su aptitud para desempeñar la labor sin perjuicio de su salud, identificar restricciones y detectar condiciones que puedan agravarse con el trabajo; para ello, el empleador debe informar al médico evaluador sobre las tareas y el entorno del cargo.	0	1	1	114	0	False	0	True	0	True
MiPyme contrata nuevo empleado. ¿Debo hacer examen médico antes de contratar?	Evaluaciones médicas preocupacionales o de preingreso. Son aquellas que se realizan para determinar las condiciones de salud física, mental y social del trabajador antes de su contratación, en función de las condiciones de trabajo a las que estaría expuesto, acorde con los requerimientos de la tarea y perfil del cargo. El objetivo es determinar la aptitud del trabajador para desempeñar en forma eficiente las labores sin perjuicio de su salud o la de terceros, comparando las demandas del oficio para el cual se desea contratar con sus capacidades físicas y mentales; establecer la existencia de restricciones que ameriten alguna condición sujeta a modificación, e identificar condiciones de salud que estando presentes en el trabajador, puedan agravarse en desarrollo del trabajo. El empleador tiene la obligación de informar al médico que realice las evaluaciones médicas preocupacionales, sobre los perfiles del cargo describiendo en forma breve las tareas y el medio en el que se desarrollará su labor. En el caso de que se realice la contratación correspondiente, el empleador deberá adaptar las condiciones de trabajo y medio laboral según las recomendaciones sugeridas en el reporte o certificado resultante de la evaluación médica preocupacional. Parágrafo. El médico debe respetar la reserva de la historia clínica ocupacional y sólo remitirá al empleador el certificado médico, indicando las restricciones existentes y las recomendaciones o condiciones que se requiere adaptar para que el trabajador pueda desempeñar la labor.	El Comité debe reunirse al menos una vez al mes, en el local de la empresa y durante el horario de trabajo.	1	0	0	115	0	True	0	False	0	False
Empresa debe pagar exámenes ocupacionales. ¿Quién paga los exámenes, la empresa o el trabajador?	Evaluaciones médicas ocupacionales. criterios: Realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad y los peligros/riesgos a los cuales se encuentre expuesto el trabajador. Modo de verificación: Conceptos emitidos por el médico evaluador en el cual informe recomendaciones y restricciones laborales. 	El costo de las evaluaciones médicas ocupacionales y de las pruebas o valoraciones complementarias está a cargo del empleador en su totalidad; en ningún caso pueden cobrarse o solicitarse al aspirante o al trabajador. El empleador puede contratarlas con instituciones prestadoras de servicios de salud ocupacional, con EPS o directamente con médicos especialistas en medicina del trabajo con licencia vigente.	0	1	1	117	0	False	0	True	0	True
Trabajador se retira de la empresa. ¿Debo hacerle examen médico al retirarse?	El empleador o contratante debe establecer por escrito una política de Seguridad y Salud en el Trabajo (SST) que debe ser parte de las políticas de gestión de la empresa, con alcance sobre todos sus centros de trabajo y todos sus trabajadores, independiente de su forma de contratación o vinculación, incluyendo los contratistas y subcontratistas. Esta política debe ser comuni­cada al Comité Paritario o Vigía de Seguridad y Salud en el Trabajo según corresponda de conformidad con la normatividad vigente. 	Debe realizarse una evaluación médica ocupacional de egreso cuando termina la relación laboral, con el fin de valorar y registrar las condiciones de salud con las que el trabajador se retira de sus funciones. El empleador debe informarle sobre el trámite para realizarla, y si se detecta una presunta enfermedad laboral no diagnosticada, debe elaborar y presentar el reporte correspondiente a las entidades administradoras.	0	1	1	120	0	False	0	True	0	True
Trabajador se retira de la empresa. ¿Debo hacerle examen médico al retirarse?	Evaluaciones médicas ocupacionales de egreso. Aquellas que se deben realizar al trabajador cuando se termina la relación laboral. Su objetivo es valorar y registrar las condiciones de salud en las que el trabajador se retira de las tareas o funciones asignadas. El empleador deberá informar al trabajador sobre el trámite para la realización de la evaluación médica ocupacional de egreso. Parágrafo. Si al realizar la evaluación médica ocupacional de egreso se encuentra una presunta enfermedad profesional o secuelas de eventos profesionales ¿no diagnosticados¿, ocurridos durante el tiempo en que la persona trabajó, el empleador elaborará y presentará el correspondiente reporte a las entidades administradoras, las cuales deberán iniciar la determinación de origen.	Debe realizar las evaluaciones médicas ocupacionales de acuerdo con la normatividad vigente y los peligros o riesgos a los que esté expuesto el trabajador.	1	0	0	121	1	False	0	False	1	True
